id,date,neighborhood,category,status,lat,lng,valuation,description
BLD201906-9088,2019-06-25,Mission District,Window Replacement,Issued,37.771267,-122.398029,42650,Window Replacement permit at 8859 Geary Blvd
BLD201906-2453,2019-06-05,Mission District,Foundation Work,Under Review,37.766918,-122.408043,40060,Foundation Work permit at 8943 Divisadero St
BLD201906-8277,2019-06-14,Mission District,HVAC Installation,Issued,37.776364,-122.396559,29131,HVAC Installation permit at 9478 Columbus Ave
BLD201906-1346,2019-06-26,Mission District,Electrical,Approved,37.758557,-122.421353,29284,Electrical permit at 906 Fulton St
BLD201906-3305,2019-06-16,Mission District,Window Replacement,Issued,37.767533,-122.407431,27912,Window Replacement permit at 664 Divisadero St
BLD201906-8203,2019-06-30,Mission District,Solar Installation,Approved,37.761786,-122.400247,29152,Solar Installation permit at 8001 Divisadero St
BLD201906-9557,2019-06-03,Mission District,Seismic Retrofit,Withdrawn,37.756444,-122.428089,44778,Seismic Retrofit permit at 4015 Valencia St
BLD201906-5237,2019-06-29,Mission District,HVAC Installation,Under Review,37.746392,-122.438884,27688,HVAC Installation permit at 1125 Geary Blvd
BLD201906-2159,2019-06-23,Mission District,Foundation Work,Approved,37.765148,-122.426328,35346,Foundation Work permit at 1665 Taraval St
BLD201906-3198,2019-06-05,Mission District,Roof,Completed,37.7659,-122.410551,42468,Roof permit at 483 Columbus Ave
BLD201906-6162,2019-06-26,Mission District,Roof,Issued,37.744213,-122.407077,15962,Roof permit at 8322 Valencia St
BLD201906-9911,2019-06-27,Mission District,HVAC Installation,Under Review,37.759046,-122.400706,28594,HVAC Installation permit at 3969 Taraval St
BLD201906-9754,2019-06-11,Mission District,Mechanical,Issued,37.754672,-122.430368,32477,Mechanical permit at 8558 Geary Blvd
BLD201906-4852,2019-06-18,Mission District,Roof,Issued,37.756318,-122.4093,28255,Roof permit at 4916 Columbus Ave
BLD201906-2411,2019-06-02,Mission District,Addition,Expired,37.742699,-122.409807,69894,Addition permit at 9912 Divisadero St
BLD201906-6597,2019-06-08,Mission District,Addition,Issued,37.773627,-122.409198,128289,Addition permit at 3326 Mission St
BLD201906-2830,2019-06-15,Mission District,Seismic Retrofit,Approved,37.760521,-122.408426,34782,Seismic Retrofit permit at 3561 Mission St
BLD201906-4826,2019-06-19,Mission District,Addition,Expired,37.776899,-122.419842,109849,Addition permit at 5562 Fulton St
BLD201906-4707,2019-06-18,Mission District,HVAC Installation,Completed,37.767075,-122.42047,39353,HVAC Installation permit at 8994 Columbus Ave
BLD201906-4360,2019-06-12,Mission District,Foundation Work,Completed,37.758136,-122.423004,26391,Foundation Work permit at 6086 Mission St
BLD201906-4326,2019-06-23,Mission District,Repair,Issued,37.75674,-122.410154,25186,Repair permit at 363 Van Ness Ave
BLD201906-8203,2019-06-16,Mission District,ADU Construction,On Hold,37.765309,-122.400474,140486,ADU Construction permit at 2409 Valencia St
BLD201910-8680,2019-10-29,Outer Richmond,Foundation Work,On Hold,37.77843,-122.475417,50996,Foundation Work permit at 7657 Fulton St
BLD201910-3747,2019-10-16,Outer Richmond,HVAC Installation,Issued,37.787743,-122.513049,31729,HVAC Installation permit at 5716 Fulton St
BLD201910-4068,2019-10-04,Outer Richmond,Demolition,Issued,37.782655,-122.494602,41945,Demolition permit at 7230 Fulton St
BLD201910-1680,2019-10-11,Outer Richmond,ADU Construction,Issued,37.77871,-122.504132,158737,ADU Construction permit at 6197 Columbus Ave
BLD201910-7718,2019-10-22,Outer Richmond,Roof,Completed,37.788383,-122.501707,50635,Roof permit at 1139 Columbus Ave
BLD201910-9089,2019-10-15,Outer Richmond,HVAC Installation,Completed,37.771413,-122.50282,40528,HVAC Installation permit at 1372 Van Ness Ave
BLD201910-2243,2019-10-21,Outer Richmond,Plumbing,Completed,37.7626,-122.503741,35318,Plumbing permit at 6629 Fulton St
BLD201910-6322,2019-10-14,Outer Richmond,HVAC Installation,Completed,37.759644,-122.502088,55674,HVAC Installation permit at 9861 Market St
BLD201910-7844,2019-10-07,Outer Richmond,Foundation Work,Issued,37.791525,-122.494746,47119,Foundation Work permit at 3110 Divisadero St
BLD201910-5690,2019-10-05,Outer Richmond,Solar Installation,Completed,37.75973,-122.504121,61695,Solar Installation permit at 5564 Valencia St
BLD201910-1331,2019-10-09,Outer Richmond,Demolition,Approved,37.769322,-122.523843,56781,Demolition permit at 8117 Geary Blvd
BLD201910-7598,2019-10-08,Outer Richmond,Electrical,Completed,37.783475,-122.499032,44317,Electrical permit at 4328 Mission St
BLD201910-6647,2019-10-29,Outer Richmond,Demolition,Issued,37.765489,-122.508193,49534,Demolition permit at 6068 Irving St
BLD201910-5469,2019-10-31,Outer Richmond,Window Replacement,Completed,37.786879,-122.507203,36484,Window Replacement permit at 2521 Geary Blvd
BLD201910-1045,2019-10-24,Outer Richmond,Alteration,On Hold,37.786395,-122.482879,92380,Alteration permit at 4964 Divisadero St
BLD201910-8779,2019-10-21,Outer Richmond,HVAC Installation,Under Review,37.764083,-122.507402,43796,HVAC Installation permit at 5810 Geary Blvd
BLD201910-8397,2019-10-26,Outer Richmond,Electrical,Expired,37.76766,-122.501334,38941,Electrical permit at 2289 Market St
BLD201910-2640,2019-10-24,Outer Richmond,New Construction,Issued,37.776387,-122.487837,429720,New Construction permit at 1955 Valencia St
BLD201910-7121,2019-10-29,Outer Richmond,Repair,Completed,37.793126,-122.4983,53715,Repair permit at 3465 Columbus Ave
BLD201910-9062,2019-10-13,Outer Richmond,ADU Construction,On Hold,37.764696,-122.515254,188320,ADU Construction permit at 6568 Market St
BLD201910-4889,2019-10-10,Outer Richmond,Electrical,Approved,37.768557,-122.49316,45137,Electrical permit at 3630 Columbus Ave
BLD201910-4418,2019-10-26,Outer Richmond,Window Replacement,On Hold,37.773075,-122.507604,28018,Window Replacement permit at 4797 Divisadero St
BLD201910-9009,2019-10-14,Outer Richmond,Demolition,On Hold,37.78274,-122.512445,57002,Demolition permit at 8029 Taraval St
BLD201910-2178,2019-10-07,Outer Richmond,Window Replacement,Under Review,37.781153,-122.502442,29855,Window Replacement permit at 4550 Valencia St
BLD201910-6124,2019-10-29,Outer Richmond,Mechanical,Under Review,37.782452,-122.502374,42522,Mechanical permit at 7950 Van Ness Ave
BLD201910-1800,2019-10-13,Outer Richmond,Electrical,Completed,37.766669,-122.505423,57460,Electrical permit at 3061 Mission St
BLD201910-4985,2019-10-18,Outer Richmond,New Construction,Issued,37.76704,-122.494142,581531,New Construction permit at 6008 Van Ness Ave
BLD201910-3751,2019-10-30,Outer Richmond,HVAC Installation,Approved,37.774667,-122.493619,39192,HVAC Installation permit at 9460 Geary Blvd
BLD201910-1173,2019-10-28,Outer Richmond,ADU Construction,Withdrawn,37.77115,-122.499519,174837,ADU Construction permit at 7085 Mission St
BLD201910-3864,2019-10-28,Outer Richmond,Demolition,On Hold,37.78229,-122.502718,55959,Demolition permit at 109 Taraval St
BLD201910-7643,2019-10-13,Outer Richmond,Repair,Issued,37.7779,-122.489156,49750,Repair permit at 2571 Taraval St
BLD202012-5886,2020-12-07,Chinatown,Electrical,Under Review,37.785114,-122.413131,21041,Electrical permit at 906 Mission St
BLD202012-6145,2020-12-29,Chinatown,Alteration,Issued,37.806426,-122.413218,50572,Alteration permit at 8921 Columbus Ave
BLD202012-3482,2020-12-19,Chinatown,Alteration,Completed,37.782635,-122.406881,71795,Alteration permit at 32 Mission St
BLD202012-4081,2020-12-17,Chinatown,Alteration,Approved,37.782989,-122.407365,118260,Alteration permit at 1085 Mission St
BLD202012-7212,2020-12-20,Chinatown,Mechanical,Approved,37.802457,-122.409281,31141,Mechanical permit at 8254 Van Ness Ave
BLD202012-8318,2020-12-24,Chinatown,Addition,Issued,37.799169,-122.417008,66385,Addition permit at 2454 Van Ness Ave
BLD202012-3454,2020-12-08,Chinatown,New Construction,Issued,37.802108,-122.406499,299043,New Construction permit at 1238 Fulton St
BLD202012-2596,2020-12-18,Chinatown,Solar Installation,Completed,37.790914,-122.408328,40071,Solar Installation permit at 1352 Irving St
BLD202012-8900,2020-12-13,Chinatown,Seismic Retrofit,Completed,37.808455,-122.411392,55109,Seismic Retrofit permit at 4161 Mission St
BLD202012-8851,2020-12-08,Chinatown,Seismic Retrofit,Withdrawn,37.802435,-122.415151,39558,Seismic Retrofit permit at 8029 Market St
BLD202012-8533,2020-12-02,Chinatown,Demolition,On Hold,37.807651,-122.415569,32044,Demolition permit at 7996 Columbus Ave
BLD202012-5430,2020-12-13,Chinatown,Roof,Expired,37.795372,-122.414313,33399,Roof permit at 4272 Irving St
BLD202012-4627,2020-12-19,Chinatown,Alteration,Completed,37.785156,-122.407178,54632,Alteration permit at 1581 Fulton St
BLD202012-3495,2020-12-08,Chinatown,Window Replacement,Expired,37.806086,-122.402588,18636,Window Replacement permit at 2393 Valencia St
BLD202012-9455,2020-12-19,Chinatown,Repair,Approved,37.789649,-122.411877,26471,Repair permit at 7485 Columbus Ave
BLD202012-5098,2020-12-09,Chinatown,Repair,Completed,37.7743,-122.408377,26383,Repair permit at 7632 Van Ness Ave
BLD202012-8955,2020-12-06,Chinatown,Demolition,Issued,37.81623,-122.406789,25688,Demolition permit at 6712 Taraval St
BLD202012-1034,2020-12-28,Chinatown,Window Replacement,Issued,37.792389,-122.405897,29745,Window Replacement permit at 5415 Columbus Ave
BLD202012-8358,2020-12-10,Chinatown,ADU Construction,Approved,37.801108,-122.394308,127657,ADU Construction permit at 3042 Van Ness Ave
BLD202012-1482,2020-12-19,Chinatown,Roof,Issued,37.789923,-122.405523,23715,Roof permit at 703 Divisadero St
BLD202012-1457,2020-12-31,Chinatown,Repair,Expired,37.79627,-122.409236,26572,Repair permit at 8341 Valencia St
BLD202012-6335,2020-12-15,Chinatown,Demolition,Expired,37.782105,-122.399195,20647,Demolition permit at 3607 Valencia St
BLD202012-8982,2020-12-29,Chinatown,Seismic Retrofit,Under Review,37.799613,-122.422341,41728,Seismic Retrofit permit at 5247 Divisadero St
BLD202012-5946,2020-12-18,Chinatown,Addition,Withdrawn,37.800938,-122.410453,81934,Addition permit at 6342 Mission St
BLD202012-6363,2020-12-07,Chinatown,Mechanical,Issued,37.787479,-122.400255,29954,Mechanical permit at 7590 Valencia St
BLD202012-7122,2020-12-28,Chinatown,ADU Construction,Approved,37.799091,-122.401709,78705,ADU Construction permit at 6855 Van Ness Ave
BLD202012-8068,2020-12-15,Chinatown,Addition,Issued,37.809479,-122.409161,98364,Addition permit at 5100 Mission St
BLD202107-8088,2021-07-08,Haight-Ashbury,Foundation Work,On Hold,37.777335,-122.451195,56213,Foundation Work permit at 1510 Taraval St
BLD202107-8477,2021-07-10,Haight-Ashbury,HVAC Installation,Completed,37.766045,-122.455653,45970,HVAC Installation permit at 9606 Valencia St
BLD202107-9957,2021-07-22,Haight-Ashbury,Demolition,Completed,37.783051,-122.446962,56772,Demolition permit at 4126 Divisadero St
BLD202107-6644,2021-07-19,Haight-Ashbury,HVAC Installation,Completed,37.770603,-122.450564,66050,HVAC Installation permit at 9649 Divisadero St
BLD202107-8338,2021-07-03,Haight-Ashbury,Solar Installation,On Hold,37.778614,-122.448392,64876,Solar Installation permit at 3791 Irving St
BLD202107-3100,2021-07-05,Haight-Ashbury,Roof,Under Review,37.752443,-122.466362,67470,Roof permit at 5432 Taraval St
BLD202107-6255,2021-07-14,Haight-Ashbury,Roof,Issued,37.766516,-122.465983,39699,Roof permit at 7914 Van Ness Ave
BLD202107-3596,2021-07-17,Haight-Ashbury,Addition,Completed,37.776224,-122.435716,133719,Addition permit at 1828 Fulton St
BLD202107-7834,2021-07-10,Haight-Ashbury,Foundation Work,Under Review,37.774755,-122.438021,55170,Foundation Work permit at 2155 Valencia St
BLD202107-4233,2021-07-27,Haight-Ashbury,ADU Construction,Issued,37.764856,-122.455523,146916,ADU Construction permit at 4793 Van Ness Ave
BLD202107-4141,2021-07-30,Haight-Ashbury,Alteration,Under Review,37.76727,-122.452491,165930,Alteration permit at 5058 Mission St
BLD202107-4330,2021-07-29,Haight-Ashbury,Solar Installation,Approved,37.770263,-122.452067,36983,Solar Installation permit at 4714 Geary Blvd
BLD202107-8792,2021-07-07,Haight-Ashbury,New Construction,Under Review,37.773884,-122.457702,369432,New Construction permit at 8213 Fulton St
BLD202107-2617,2021-07-02,Haight-Ashbury,Roof,Approved,37.776549,-122.445254,55511,Roof permit at 2427 Columbus Ave
BLD202107-7892,2021-07-14,Haight-Ashbury,Roof,Under Review,37.777383,-122.459288,66882,Roof permit at 3873 Mission St
BLD202107-2138,2021-07-28,Haight-Ashbury,Foundation Work,Under Review,37.772584,-122.440755,57411,Foundation Work permit at 3290 Divisadero St
BLD202107-6139,2021-07-15,Haight-Ashbury,New Construction,Approved,37.764641,-122.433737,509492,New Construction permit at 5850 Mission St
BLD202107-5467,2021-07-14,Haight-Ashbury,Electrical,Under Review,37.78283,-122.453833,43584,Electrical permit at 5356 Valencia St
BLD202107-9149,2021-07-07,Haight-Ashbury,Solar Installation,Under Review,37.77717,-122.461786,59201,Solar Installation permit at 4360 Irving St
BLD202107-3366,2021-07-08,Haight-Ashbury,Plumbing,On Hold,37.789627,-122.453343,44261,Plumbing permit at 746 Van Ness Ave
BLD202107-4057,2021-07-16,Haight-Ashbury,Demolition,Issued,37.773199,-122.44999,60714,Demolition permit at 8050 Market St
BLD202107-2683,2021-07-08,Haight-Ashbury,Addition,Completed,37.772768,-122.463959,191936,Addition permit at 1185 Van Ness Ave
BLD202107-8886,2021-07-30,Haight-Ashbury,Mechanical,Issued,37.792458,-122.445139,61431,Mechanical permit at 3501 Divisadero St
BLD202107-4416,2021-07-01,Haight-Ashbury,Alteration,Completed,37.780335,-122.449425,138465,Alteration permit at 8032 Taraval St
BLD202107-1202,2021-07-21,Haight-Ashbury,HVAC Installation,On Hold,37.775704,-122.445965,57100,HVAC Installation permit at 2649 Mission St
BLD201902-7717,2019-02-16,North Beach,Demolition,Completed,37.790681,-122.416489,40908,Demolition permit at 8558 Irving St
BLD201902-1451,2019-02-09,North Beach,Roof,Approved,37.803549,-122.416533,59923,Roof permit at 2499 Fulton St
BLD201902-6880,2019-02-24,North Beach,New Construction,Expired,37.819219,-122.428107,530584,New Construction permit at 3283 Taraval St
BLD201902-5191,2019-02-16,North Beach,Roof,Under Review,37.794579,-122.414939,35515,Roof permit at 5328 Market St
BLD201902-9072,2019-02-02,North Beach,Foundation Work,Expired,37.816015,-122.415757,49739,Foundation Work permit at 3634 Taraval St
BLD201902-1733,2019-02-26,North Beach,Mechanical,Approved,37.809366,-122.416024,50674,Mechanical permit at 6928 Taraval St
BLD201902-1246,2019-02-14,North Beach,Roof,Completed,37.808806,-122.415541,38552,Roof permit at 6813 Divisadero St
BLD201902-8500,2019-02-15,North Beach,Plumbing,Expired,37.810276,-122.395394,32164,Plumbing permit at 1969 Valencia St
BLD201902-2458,2019-02-26,North Beach,Demolition,Issued,37.804133,-122.414235,60795,Demolition permit at 1236 Market St
BLD201902-2900,2019-02-01,North Beach,Roof,Expired,37.823132,-122.412865,32017,Roof permit at 4863 Taraval St
BLD201902-2017,2019-02-07,North Beach,Plumbing,Completed,37.788958,-122.398424,36810,Plumbing permit at 5916 Taraval St
BLD201902-9344,2019-02-23,North Beach,Alteration,Under Review,37.821261,-122.401948,127467,Alteration permit at 4975 Irving St
BLD201902-1347,2019-02-13,North Beach,HVAC Installation,Issued,37.830385,-122.405423,56668,HVAC Installation permit at 2536 Irving St
BLD201902-3124,2019-02-02,North Beach,Solar Installation,Expired,37.81228,-122.395877,49438,Solar Installation permit at 8186 Irving St
BLD201902-1920,2019-02-21,North Beach,Electrical,Issued,37.793712,-122.403054,65783,Electrical permit at 3866 Geary Blvd
BLD201902-5876,2019-02-26,North Beach,Plumbing,On Hold,37.799831,-122.399273,62088,Plumbing permit at 4178 Fulton St
BLD201902-5443,2019-02-24,North Beach,Seismic Retrofit,Completed,37.802599,-122.422023,42752,Seismic Retrofit permit at 6347 Fulton St
BLD201902-7795,2019-02-18,North Beach,Addition,Completed,37.799697,-122.407115,137463,Addition permit at 5303 Geary Blvd
BLD201902-3436,2019-02-09,North Beach,Window Replacement,Approved,37.809172,-122.405162,48482,Window Replacement permit at 9036 Divisadero St
BLD201902-4406,2019-02-05,North Beach,New Construction,Completed,37.812693,-122.408636,396158,New Construction permit at 2369 Geary Blvd
BLD201902-9912,2019-02-16,North Beach,Mechanical,Issued,37.80953,-122.426476,43300,Mechanical permit at 8795 Taraval St
BLD201902-9711,2019-02-20,North Beach,New Construction,Completed,37.803544,-122.425604,593257,New Construction permit at 8135 Market St
BLD201902-7714,2019-02-25,North Beach,HVAC Installation,Under Review,37.816462,-122.417702,43140,HVAC Installation permit at 3481 Mission St
BLD201902-7340,2019-02-11,North Beach,Foundation Work,Withdrawn,37.806982,-122.407995,50799,Foundation Work permit at 6097 Fulton St
BLD201902-2045,2019-02-25,North Beach,ADU Construction,Completed,37.796898,-122.423186,172353,ADU Construction permit at 5912 Columbus Ave
BLD201902-8292,2019-02-26,North Beach,Alteration,Under Review,37.822423,-122.428971,113214,Alteration permit at 2743 Van Ness Ave
BLD201902-6583,2019-02-12,North Beach,Plumbing,Issued,37.798127,-122.401092,58653,Plumbing permit at 3715 Divisadero St
BLD201902-5338,2019-02-06,North Beach,Repair,Approved,37.810153,-122.410901,53133,Repair permit at 4129 Mission St
BLD201902-7788,2019-02-19,North Beach,Seismic Retrofit,Approved,37.80058,-122.407279,52142,Seismic Retrofit permit at 6076 Fulton St
BLD201902-2872,2019-02-22,North Beach,Solar Installation,On Hold,37.793323,-122.407601,48388,Solar Installation permit at 6457 Valencia St
BLD201902-3052,2019-02-15,North Beach,Seismic Retrofit,Under Review,37.808452,-122.415668,60684,Seismic Retrofit permit at 7075 Taraval St
BLD202509-7691,2025-09-08,Potrero Hill,HVAC Installation,Approved,37.746446,-122.406384,68953,HVAC Installation permit at 7242 Mission St
BLD202509-1955,2025-09-23,Potrero Hill,Seismic Retrofit,Withdrawn,37.760575,-122.412027,77079,Seismic Retrofit permit at 7774 Irving St
BLD202509-7719,2025-09-02,Potrero Hill,Roof,Issued,37.758802,-122.414552,82394,Roof permit at 2042 Valencia St
BLD202509-9261,2025-09-30,Potrero Hill,HVAC Installation,Completed,37.753862,-122.391084,63050,HVAC Installation permit at 8146 Mission St
BLD202509-1591,2025-09-01,Potrero Hill,Repair,Under Review,37.770767,-122.39821,59401,Repair permit at 5140 Irving St
BLD202509-6882,2025-09-01,Potrero Hill,Roof,Withdrawn,37.756996,-122.404311,88322,Roof permit at 295 Fulton St
BLD202509-9808,2025-09-22,Potrero Hill,ADU Construction,Expired,37.747796,-122.401023,270968,ADU Construction permit at 245 Van Ness Ave
BLD202509-2341,2025-09-02,Potrero Hill,Plumbing,Completed,37.755875,-122.396392,68869,Plumbing permit at 2351 Geary Blvd
BLD202509-9168,2025-09-26,Potrero Hill,Electrical,Approved,37.762784,-122.398484,79150,Electrical permit at 6176 Irving St
BLD202509-3531,2025-09-04,Potrero Hill,ADU Construction,Completed,37.75785,-122.423493,193136,ADU Construction permit at 6542 Market St
BLD202509-6205,2025-09-30,Potrero Hill,Alteration,Completed,37.761248,-122.39242,248915,Alteration permit at 3896 Geary Blvd
BLD202509-9094,2025-09-29,Potrero Hill,Foundation Work,Under Review,37.76888,-122.40996,57785,Foundation Work permit at 8473 Taraval St
BLD202509-4574,2025-09-13,Potrero Hill,Foundation Work,Under Review,37.765848,-122.397023,45058,Foundation Work permit at 8516 Mission St
BLD202509-5110,2025-09-28,Potrero Hill,Electrical,Approved,37.727542,-122.415342,53474,Electrical permit at 1828 Van Ness Ave
BLD202509-3167,2025-09-14,Potrero Hill,ADU Construction,Approved,37.757854,-122.406595,289476,ADU Construction permit at 5286 Divisadero St
BLD202509-4875,2025-09-02,Potrero Hill,Electrical,Completed,37.738801,-122.381066,64603,Electrical permit at 4035 Geary Blvd
BLD202509-4023,2025-09-24,Potrero Hill,ADU Construction,Issued,37.769633,-122.401296,322048,ADU Construction permit at 742 Fulton St
BLD202509-5022,2025-09-19,Potrero Hill,Roof,Issued,37.755903,-122.39698,47173,Roof permit at 7013 Taraval St
BLD202509-2700,2025-09-14,Potrero Hill,Electrical,Completed,37.754274,-122.386471,57924,Electrical permit at 1648 Geary Blvd
BLD202509-6204,2025-09-30,Potrero Hill,Electrical,Approved,37.750792,-122.413353,85800,Electrical permit at 1784 Geary Blvd
BLD202509-9975,2025-09-01,Potrero Hill,Demolition,Completed,37.774402,-122.400171,82547,Demolition permit at 9877 Market St
BLD202509-4163,2025-09-01,Potrero Hill,Plumbing,Approved,37.753183,-122.401402,52053,Plumbing permit at 9607 Divisadero St
BLD202509-7995,2025-09-08,Potrero Hill,Foundation Work,Completed,37.737416,-122.428461,68268,Foundation Work permit at 4910 Valencia St
BLD202509-7552,2025-09-11,Potrero Hill,Mechanical,Completed,37.760118,-122.408877,62737,Mechanical permit at 711 Fulton St
BLD202509-8554,2025-09-25,Potrero Hill,Mechanical,Issued,37.754855,-122.391966,48959,Mechanical permit at 3820 Columbus Ave
BLD202509-4342,2025-09-25,Potrero Hill,Foundation Work,Completed,37.74556,-122.394607,103114,Foundation Work permit at 538 Mission St
BLD202509-2889,2025-09-09,Potrero Hill,Addition,Under Review,37.759733,-122.398605,193037,Addition permit at 7381 Mission St
BLD202509-8025,2025-09-18,Potrero Hill,HVAC Installation,Issued,37.763985,-122.406725,71788,HVAC Installation permit at 5726 Divisadero St
BLD202509-2904,2025-09-05,Potrero Hill,ADU Construction,Issued,37.753007,-122.407094,247002,ADU Construction permit at 396 Fulton St
BLD202509-6593,2025-09-24,Potrero Hill,New Construction,Issued,37.74514,-122.406417,645181,New Construction permit at 3586 Geary Blvd
BLD202509-5963,2025-09-11,Potrero Hill,Foundation Work,Completed,37.755602,-122.391709,88370,Foundation Work permit at 943 Fulton St
BLD202509-4275,2025-09-07,Potrero Hill,Seismic Retrofit,Under Review,37.756158,-122.396323,59279,Seismic Retrofit permit at 3120 Taraval St
BLD202509-6852,2025-09-12,Potrero Hill,Solar Installation,Issued,37.768266,-122.406354,56390,Solar Installation permit at 5641 Market St
BLD202309-7789,2023-09-10,Pacific Heights,Window Replacement,Issued,37.787481,-122.459311,92589,Window Replacement permit at 1797 Fulton St
BLD202309-8817,2023-09-20,Pacific Heights,HVAC Installation,Approved,37.78835,-122.426266,103067,HVAC Installation permit at 6036 Geary Blvd
BLD202309-8794,2023-09-30,Pacific Heights,Seismic Retrofit,Under Review,37.78692,-122.449115,80359,Seismic Retrofit permit at 4499 Columbus Ave
BLD202309-9988,2023-09-09,Pacific Heights,Plumbing,Issued,37.794843,-122.450891,116618,Plumbing permit at 9287 Fulton St
BLD202309-9147,2023-09-08,Pacific Heights,Repair,Issued,37.793485,-122.425385,113796,Repair permit at 486 Divisadero St
BLD202309-8200,2023-09-11,Pacific Heights,Seismic Retrofit,Issued,37.792474,-122.449881,111922,Seismic Retrofit permit at 2178 Irving St
